kfz karzati	P1 draw,pull	antoine1-02
krIq krIqati	P1 play	antoine1-02
Kan Kanati-Kanate	U1 dig	antoine1-02
KAd KAdati	P1 eat	antoine1-02
car carati	P1 move	antoine1-02
cal calati	P1 move	antoine1-02
ji jayati	P1 conquer	antoine1-02
jIv jIvati	P1 live,survive	antoine1-02
tyaj tyajati	P1 abandon,leave	antoine1-02
dah dahati	P1 burn	antoine1-02
dru dravati	P1 run,melt	antoine1-02
DAv DAvati-DAvate	U1 run,wash	antoine1-02
nam namati	P1 salute,bow	antoine1-02
nI nayati-nayate	U1 lead	antoine1-02
pac pacati-pacate	U1 cook	antoine1-02
pat patati	P1 fall	antoine1-02
buD boDati-boDate	U1 know	antoine1-02
BU Bavati	P1 be,become	antoine1-02
Bram Bramati	P1 walk,roam	antoine1-02
yaj yajati-yajate	U1 sacrifice	antoine1-02
rakz rakzati	P1 protect	antoine1-02
ruh rohati	P1 grow	antoine1-02
vad vadati	P1 speak,talk	antoine1-02
vap vapati-vapate	U1 sow	antoine1-02
vas vasati	P1 dwell	antoine1-02
vah vahati-vahate	U1 carry,flow	antoine1-02
vraj vrajati	P1 go	antoine1-02
SaMs SaMsati	P1 praise	antoine1-02
sf sarati	P1 go	antoine1-02
smf smarati	P1 remember	antoine1-02
aSvaH	m horse	antoine1-03
AcAraH	m conduct	antoine1-03
kapotaH	m pigeon	antoine1-03
karaH	m hand	antoine1-03
kAkaH	m crow	antoine1-03
grAmaH	m village	antoine1-03
janaH	m person	antoine1-03
dAsaH	m servant	antoine1-03
deSaH	m country	antoine1-03
naraH	m man	antoine1-03
nfpaH	m king	antoine1-03
parvataH	m mountain	antoine1-03
bAlaH	m boy	antoine1-03
meGaH	m cloud	antoine1-03
vfkzaH	m tree	antoine1-03
annam	n food	antoine1-03
inDanam	n fuel	antoine1-03
kanakam	n gold	antoine1-03
kamalam	n lotus	antoine1-03
jalam	n water	antoine1-03
tfRam	n grass	antoine1-03
duHKam	n misery	antoine1-03
patram	n leaf	antoine1-03
pAtram	n vessel	antoine1-03
Palam	n fruit	antoine1-03
SarIram	n body	antoine1-03
SAstram	n sacred precept	antoine1-03
SIlam	n character	antoine1-03
suKam	n happiness	antoine1-03
sTAnam	n place	antoine1-03
aBitaH	ind near,in front of (+Accusative)	antoine1-03
